Time (ms),Rumble Motor (V)
0.25225515,1.26761700
0.27273515,1.26761700
0.29321515,1.26761700
0.31369515,1.24985500
0.33417515,1.23209300
0.35465515,1.19657000
0.37513515,1.19657000
0.39561515,1.24985500
0.41609515,1.24985500
0.43657515,1.23209300
0.45705515,1.21433200
0.47753515,1.24985500
0.49801515,1.24985500
0.51849515,1.26761700
0.53897515,1.24985500
0.55945515,1.24985500
0.57993515,1.24985500
0.60041515,1.26761700
0.62089515,1.24985500
0.64137515,1.26761700
0.66185515,1.24985500
0.68233515,1.24985500
0.70281515,1.21433200
0.72329515,1.17874700
0.74377515,1.17874700
0.76425515,1.17874700
0.78473515,1.21433200
0.80521515,1.21433200
0.82569515,1.23209300
0.84617515,1.19657000
0.86665515,1.23209300
0.88713515,1.21433200
0.90761515,1.24985500
0.92809515,1.24985500
0.94857515,1.24985500
0.96905515,1.24985500
0.98953515,1.24985500
1.01001515,1.24985500
1.03049515,1.24985500
1.05097515,1.24985500
1.07145515,1.24985500
1.09193515,1.24985500
1.11241515,1.24985500
1.13289515,1.24985500
1.15337515,1.19657000
1.17385515,1.21433200
1.19433515,1.19657000
1.21481515,1.19657000
1.23529515,1.23209300
1.25577515,1.24985500
1.27625515,1.19657000
1.29673515,1.19657000
1.31721515,1.23209300
1.33769515,1.24985500
1.35817515,1.23209300
1.37865515,1.21433200
1.39913515,1.26761700
1.41961515,1.24985500
1.44009515,1.24985500
1.46057515,1.24985500
1.48105515,1.23209300
1.50153515,1.24985500
1.52201515,1.24985500
1.54249515,1.24985500
1.56297515,1.24985500
1.58345515,1.26761700
1.60393514,1.26761700
1.62441514,1.24985500
1.64489514,1.24985500
1.66537514,1.24985500
1.68585514,1.24985500
1.70633514,1.24985500
1.72681514,1.21433200
1.74729514,1.24985500
1.76777514,1.21433200
1.78825514,1.24985500
1.80873514,1.26761700
1.82921514,1.24985500
1.84969514,1.24985500
1.87017514,1.28537900
1.89065514,1.28537900
1.91113514,1.24985500
1.93161514,1.30314000
1.95209514,1.17874700
1.97257514,1.17874700
1.99305514,1.14322300
2.01353514,1.14322300
2.03401514,1.12546200
2.05449514,1.14322300
2.07497514,1.17874700
2.09545514,1.21433200
2.11593514,1.19657000
2.13641514,1.19657000
2.15689514,1.17874700
2.17737514,1.17874700
2.19785514,1.17874700
2.21833514,1.17874700
2.23881514,1.17874700
2.25929514,1.26761700
2.27977514,1.19657000
2.30025514,1.16098500
2.32073514,1.17874700
2.34121514,1.19657000
2.36169514,1.21433200
2.38217514,1.21433200
2.40265514,1.26761700
2.42313514,1.24985500
2.44361514,1.24985500
2.46409514,1.21433200
2.48457514,1.24985500
2.50505514,1.26761700
2.52553514,1.26761700
2.54601514,1.26761700
2.56649514,1.26761700
2.58697514,1.28537900
2.60745514,1.28537900
2.62793514,1.26761700
2.64841514,1.24985500
2.66889514,1.26761700
2.68937514,1.26761700
2.70985514,1.24985500
2.73033514,1.28537900
2.75081514,1.24985500
2.77129514,1.24985500
2.79177514,1.24985500
2.81225514,1.23209300
2.83273514,1.21433200
2.85321514,1.21433200
2.87369514,1.24985500
2.89417514,1.24985500
2.91465514,1.24985500
2.93513514,1.24985500
2.95561514,1.23209300
2.97609514,1.21433200
2.99657514,1.24985500
3.01705514,1.24985500
3.03753514,1.30314000
3.05801514,1.30314000
3.07849514,1.26761700
3.09897514,1.28537900
3.11945514,1.32090200
3.13993514,1.33872500
3.16041514,1.26761700
3.18089514,1.26761700
3.20137514,1.26761700
3.22185514,1.24985500
3.24233513,1.23209300
3.26281513,1.21433200
3.28329513,1.24985500
3.30377513,1.23209300
3.32425513,1.24985500
3.34473513,1.26761700
3.36521513,1.30314000
3.38569513,1.32090200
3.40617513,1.30314000
3.42665513,1.26761700
3.44713513,1.26761700
3.46761513,1.23209300
3.48809513,1.28537900
3.50857513,1.24985500
3.52905513,1.26761700
3.54953513,1.26761700
3.57001513,1.26761700
3.59049513,1.28537900
3.61097513,1.24985500
3.63145513,1.26761700
3.65193513,1.21433200
3.67241513,1.26761700
3.69289513,1.26761700
3.71337513,1.28537900
3.73385513,1.23209300
3.75433513,1.23209300
3.77481513,1.30314000
3.79529513,1.28537900
3.81577513,1.28537900
3.83625513,1.26761700
3.85673513,1.28537900
3.87721513,1.26761700
3.89769513,1.26761700
3.91817513,1.24985500
3.93865513,1.24985500
3.95913513,1.24985500
3.97961513,1.19657000
4.00009513,1.21433200
4.02057513,1.24985500
4.04105513,1.24985500
4.06153513,1.28537900
4.08201513,1.28537900
4.10249513,1.21433200
4.12297513,1.23209300
4.14345513,1.21433200
4.16393513,1.24985500
4.18441513,1.24985500
4.20489513,1.23209300
4.22537513,1.21433200
4.24585513,1.24985500
4.26633513,1.17874700
4.28681513,1.24985500
4.30729513,1.21433200
4.32777513,1.23209300
4.34825513,1.23209300
4.36873513,1.23209300
4.38921513,1.21433200
4.40969513,1.21433200
4.43017513,1.21433200
4.45065513,1.21433200
4.47113513,1.19657000
4.49161513,1.21433200
4.51209513,1.21433200
4.53257513,1.24985500
4.55305513,1.26761700
4.57353513,1.24985500
4.59401513,1.26761700
4.61449513,1.24985500
4.63497513,1.28537900
4.65545513,1.24985500
4.67593513,1.21433200
4.69641513,1.23209300
4.71689513,1.26761700
4.73737513,1.23209300
4.75785513,1.19657000
4.77833513,1.21433200
4.79881513,1.21433200
4.81929513,1.16098500
4.83977513,1.14322300
4.86025513,1.12546200
4.88073512,1.10770000
4.90121512,1.12546200
4.92169512,1.17874700
4.94217512,1.14322300
4.96265512,1.16098500
4.98313512,1.16098500
5.00361512,1.17874700
5.02409512,1.17874700
5.04457512,1.17874700
5.06505512,1.17874700
5.08553512,1.21433200
5.10601512,1.21433200
5.12649512,1.23209300
5.14697512,1.19657000
5.16745512,1.24985500
5.18793512,1.21433200
5.20841512,1.21433200
5.22889512,1.19657000
5.24937512,1.21433200
5.26985512,1.21433200
5.29033512,1.24985500
5.31081512,1.23209300
5.33129512,1.21433200
5.35177512,1.21433200
5.37225512,1.21433200
5.39273512,1.17874700
5.41321512,1.17874700
5.43369512,1.16098500
5.45417512,1.16098500
5.47465512,1.16098500
5.49513512,1.16098500
5.51561512,1.17874700
5.53609512,1.21433200
5.55657512,1.24985500
5.57705512,1.24985500
5.59753512,1.26761700
5.61801512,1.21433200
5.63849512,1.23209300
5.65897512,1.23209300
5.67945512,1.19657000
5.69993512,1.21433200
5.72041512,1.16098500
5.74089512,1.17874700
5.76137512,1.16098500
5.78185512,1.21433200
5.80233512,1.23209300
5.82281512,1.23209300
5.84329512,1.23209300
5.86377512,1.24985500
5.88425512,1.23209300
5.90473512,1.24985500
5.92521512,1.24985500
5.94569512,1.24985500
5.96617512,1.24985500
5.98665512,1.26761700
6.00713512,1.26761700
6.02761512,1.23209300
6.04809512,1.24985500
6.06857512,1.24985500
6.08905512,1.24985500
6.10953512,1.19657000
6.13001512,1.19657000
6.15049512,1.16098500
6.17097512,1.21433200
6.19145512,1.21433200
6.21193512,1.21433200
6.23241512,1.21433200
6.25289512,1.23209300
6.27337512,1.24985500
6.29385512,1.21433200
6.31433512,1.17874700
6.33481512,1.23209300
6.35529512,1.24985500
6.37577512,1.19657000
6.39625512,1.21433200
6.41673512,1.24985500
6.43721512,1.21433200
6.45769512,1.17874700
6.47817512,1.16098500
6.49865512,1.16098500
6.51913512,1.17874700
6.53961511,1.17874700
6.56009511,1.21433200
6.58057511,1.21433200
6.60105511,1.21433200
6.62153511,1.21433200
6.64201511,1.19657000
6.66249511,1.19657000
6.68297511,1.19657000
6.70345511,1.21433200
6.72393511,1.21433200
6.74441511,1.24985500
6.76489511,1.24985500
6.78537511,1.24985500
6.80585511,1.21433200
6.82633511,1.23209300
6.84681511,1.23209300
6.86729511,1.24985500
6.88777511,1.24985500
6.90825511,1.24985500
6.92873511,1.24985500
6.94921511,1.23209300
6.96969511,1.24985500
6.99017511,1.26761700
7.01065511,1.26761700
7.03113511,1.26761700
7.05161511,1.24985500
7.07209511,1.24985500
7.09257511,1.21433200
7.11305511,1.23209300
7.13353511,1.21433200
7.15401511,1.23209300
7.17449511,1.21433200
7.19497511,1.24985500
7.21545511,1.23209300
7.23593511,1.24985500
7.25641511,1.23209300
7.27689511,1.24985500
7.29737511,1.23209300
7.31785511,1.24985500
7.33833511,1.24985500
7.35881511,1.21433200
7.37929511,1.24985500
7.39977511,1.26761700
7.42025511,1.24985500
7.44073511,1.24985500
7.46121511,1.19657000
7.48169511,1.23209300
7.50217511,1.23209300
7.52265511,1.23209300
7.54313511,1.24985500
7.56361511,1.19657000
7.58409511,1.19657000
7.60457511,1.24985500
7.62505511,1.21433200
7.64553511,1.24985500
7.66601511,1.19657000
7.68649511,1.19657000
7.70697511,1.19657000
7.72745511,1.19657000
7.74793511,1.19657000
7.76841511,1.19657000
7.78889511,1.24985500
7.80937511,1.24985500
7.82985511,1.24985500
7.85033511,1.24985500
7.87081511,1.23209300
7.89129511,1.28537900
7.91177511,1.26761700
7.93225511,1.21433200
7.95273511,1.17874700
7.97321511,1.17874700
7.99369511,1.19657000
8.01417511,1.21433200
8.03465511,1.21433200
8.05513511,1.23209300
8.07561511,1.24985500
8.09609511,1.23209300
8.11657511,1.24985500
8.13705511,1.28537900
8.15753511,1.26761700
8.17801510,1.24985500
8.19849510,1.21433200
8.21897510,1.19657000
8.23945510,1.17874700
8.25993510,1.16098500
8.28041510,1.16098500
8.30089510,1.16098500
8.32137510,1.16098500
8.34185510,1.16098500
8.36233510,1.16098500
8.38281510,1.16098500
8.40329510,1.16098500
8.42377510,1.16098500
8.44425510,1.16098500
8.46473510,1.16098500
8.48521510,1.17874700
8.50569510,1.26761700
8.52617510,1.23209300
8.54665510,1.19657000
8.56713510,1.19657000
8.58761510,1.23209300
8.60809510,1.24985500
8.62857510,1.26761700
8.64905510,1.19657000
8.66953510,1.19657000
8.69001510,1.21433200
8.71049510,1.21433200
8.73097510,1.21433200
8.75145510,1.21433200
8.77193510,1.24985500
8.79241510,1.24985500
8.81289510,1.17874700
8.83337510,1.16098500
8.85385510,1.16098500
8.87433510,1.16098500
8.89481510,1.16098500
8.91529510,1.17874700
8.93577510,1.16098500
8.95625510,1.14322300
8.97673510,1.23209300
8.99721510,1.23209300
9.01769510,1.26761700
9.03817510,1.14322300
9.05865510,1.14322300
9.07913510,1.14322300
9.09961510,1.12546200
9.12009510,1.12546200
9.14057510,1.16098500
9.16105510,1.17874700
9.18153510,1.19657000
9.20201510,1.17874700
9.22249510,1.17874700
9.24297510,1.16098500
9.26345510,1.23209300
9.28393510,1.23209300
9.30441510,1.23209300
9.32489510,1.24985500
9.34537510,1.26761700
9.36585510,1.28537900
9.38633510,0.07708976
9.40681510,0.09485154
9.42729510,0.09485154
9.44777510,0.09485154
9.46825510,0.11261330
9.48873510,0.11261330
9.50921510,0.13037510
9.52969510,0.13037510
9.55017510,0.14813690
9.57065510,0.14813690
9.59113510,0.14813690
9.61161510,0.14813690
9.63209510,0.14813690
9.65257510,0.14813690
9.67305510,0.16589860
9.69353510,0.16589860
9.71401510,0.16589860
9.73449510,0.16589860
9.75497510,0.14813690
9.77545510,0.16589860
9.79593510,0.16589860
9.81641509,0.14813690
9.83689509,0.16589860
9.85737509,0.16589860
9.87785509,0.16589860
9.89833509,0.16589860
9.91881509,0.16589860
9.93929509,0.16589860
9.95977509,0.16589860
9.98025509,0.16589860
10.00073509,0.16589860
10.02121509,0.16589860
10.04169509,0.18366040
10.06217509,0.18366040
10.08265509,0.16589860
10.10313509,0.16589860
10.12361509,0.16589860
10.14409509,0.18366040
10.16457509,0.16589860
10.18505509,0.16589860
10.20553509,0.16589860
10.22601509,0.16589860
10.24649509,0.16589860
10.26697509,0.16589860
10.28745509,0.16589860
10.30793509,0.16589860
10.32841509,0.16589860
10.34889509,0.16589860
10.36937509,0.16589860
10.38985509,0.16589860
10.41033509,0.14813690
10.43081509,0.16589860
10.45129509,0.16589860
10.47177509,0.14813690
10.49225509,0.14813690
10.51273509,0.14813690
10.53321509,0.14813690
10.55369509,0.14813690
10.57417509,0.14813690
10.59465509,0.16589860
10.61513509,0.14813690
10.63561509,0.14813690
10.65609509,0.14813690
10.67657509,0.14813690
10.69705509,0.14813690
10.71753509,0.14813690
10.73801509,0.14813690
10.75849509,0.14813690
10.77897509,0.14813690
10.79945509,0.14813690
10.81993509,0.14813690
10.84041509,0.14813690
10.86089509,0.14813690
10.88137509,0.14813690
10.90185509,0.14813690
10.92233509,0.14813690
10.94281509,0.14813690
10.96329509,0.14813690
10.98377509,0.14813690
11.00425509,0.14813690
11.02473509,0.14813690
11.04521509,0.14813690
11.06569509,0.14813690
11.08617509,0.14813690
11.10665509,0.14813690
11.12713509,0.14813690
11.14761509,0.16589860
11.16809509,0.14813690
11.18857509,0.16589860
11.20905509,0.14813690
11.22953509,0.14813690
11.25001509,0.16589860
11.27049509,0.14813690
11.29097509,0.14813690
11.31145509,0.14813690
11.33193509,0.14813690
11.35241509,0.14813690
11.37289509,0.16589860
11.39337509,0.16589860
11.41385509,0.14813690
11.43433509,0.16589860
11.45481509,0.14813690
11.47529508,0.16589860
11.49577508,0.14813690
11.51625508,0.16589860
11.53673508,0.14813690
11.55721508,0.14813690
11.57769508,0.16589860
11.59817508,0.16589860
11.61865508,0.16589860
11.63913508,0.16589860
11.65961508,0.16589860
11.68009508,0.16589860
11.70057508,0.16589860
11.72105508,0.16589860
11.74153508,0.16589860
11.76201508,0.16589860
11.78249508,0.16589860
11.80297508,0.16589860
11.82345508,0.16589860
11.84393508,0.16589860
11.86441508,0.16589860
11.88489508,0.16589860
11.90537508,0.16589860
11.92585508,0.16589860
11.94633508,0.16589860
11.96681508,0.16589860
11.98729508,0.16589860
12.00777508,0.16589860
12.02825508,0.16589860
12.04873508,0.16589860
12.06921508,0.16589860
12.08969508,0.16589860
12.11017508,0.16589860
12.13065508,0.14813690
12.15113508,0.14813690
12.17161508,0.16589860
12.19209508,0.16589860
12.21257508,0.16589860
12.23305508,0.16589860
12.25353508,0.16589860
12.27401508,0.16589860
12.29449508,0.16589860
12.31497508,0.16589860
12.33545508,0.16589860
12.35593508,0.16589860
12.37641508,0.16589860
12.39689508,0.14813690
12.41737508,0.16589860
12.43785508,0.16589860
12.45833508,0.16589860
12.47881508,0.16589860
12.49929508,0.16589860
12.51977508,0.14813690
12.54025508,0.16589860
12.56073508,0.16589860
12.58121508,0.16589860
12.60169508,0.16589860
12.62217508,0.16589860
12.64265508,0.16589860
12.66313508,0.16589860
12.68361508,0.16589860
12.70409508,0.16589860
12.72457508,0.16589860
12.74505508,0.16589860
12.76553508,0.16589860
12.78601508,0.16589860
12.80649508,0.16589860
12.82697508,0.14813690
12.84745508,0.16589860
12.86793508,0.14813690
12.88841508,0.16589860
12.90889508,0.16589860
